Year,Jurisdiction,Type_of_professional,Supply_number_of_nurses,Supply_inflow,Supply_outflow,Supply_renewal,Supply_inflow_age_younger_than_35,Supply_inflow_age 35_to_54,Supply_inflow_age_55_and_older,Supply_inflow_age_not_stated,Supply_outflow_age_younger_than_35,Supply_outflow_age_ 35_to_ 54,Supply_outflow_age_55_and _older,Supply_outflow_age_not_stated,Supply_renewal_age_younger_than_35,Supply_renewal_age_35_to_54,Supply_renewal_age_55_and_older,Supply_renewal_age_not_stated,Supply_employment_status_employed_in_profession,Supply_employed_and_seeking_employment,Supply__employed_other_profession_not_seeking_employment,Supply_not_employed_and_seeking_employment,Supply_not_employed_not _seeking _employment_in _profession,Supply_employment_status_not_stated,Supply_sex_female,Supply_sex_male,Supply_sex_not_stated,Supply_average_age,Supply_age_younger_than_30,Supply_age_30_to_39,Supply_age_40_to_ 49,Supply_age_50_to_ 59,Supply_age_60_to_64,Supply_age_65_to_ 69,Supply_age_70_and_older,Supply_age _not_stated,Supply_location_of_graduation_Canada,Supply_location_of_graduation_international,Supply_location_of_graduation_not_stated,Supply_years_since_graduation_0_to_10,Supply_years_since_graduation_11_to_20,Supply_years_since_graduation_21_to_30,Supply_years_since_graduation_31_and_more,Supply_years_since_graduation_not_stated,Supply_employed_in_other_renewal_age_not_stated
2021,Yukon,Registered nurses,548,136,103,412,71,71,25,0,46,36,21,0,108,216,88,88,543,1,0,4,0,0,492,53,3,42.2,90,180,120,95,42,16,5,0,491,57,0,232,142,80,94,0,1
2021,Northwest Territories/Nunavut,Registered nurses,1489,343,266,1146,151,151,50,0,97,109,60,0,285,554,307,307,1170,,0,22,7,284,1279,210,0,43.9,174,485,318,314,113,58,27,0,1337,152,0,588,407,224,270,0,0
2022,Newfoundland and Labrador,Registered nurses,5927,431,0,5496,310,310,26,0,0,0,0,0,1449,2961,1086,1086,5829,8,10,67,13,0,5506,421,0,42.6,1042,1499,1444,1531,281,94,36,0,5836,91,0,1748,1550,1288,1133,208,8
2022,Prince Edward Island,Registered nurses,1837,189,0,1648,133,133,13,0,0,0,0,0,462,738,448,448,0,,0,0,0,0,1733,104,0,43.3,327,527,335,385,161,72,30,0,1739,98,0,666,475,241,455,0,0
2022,Nova Scotia,Registered nurses,10334,1064,0,9270,668,668,89,0,0,0,0,0,2803,3842,2625,2625,9727,2,0,19,0,586,9540,786,8,43.3,1894,2875,1883,2195,922,407,158,0,9627,705,2,3961,2416,1348,2609,0,2
2022,New Brunswick,Registered nurses,8019,651,0,7368,405,405,72,0,0,0,0,0,1521,3661,2186,2186,7422,12,0,35,53,497,7529,490,0,45.4,946,1999,1810,2108,681,359,116,0,7792,227,0,1985,2206,1431,2235,162,12
2022,Quebec,Registered nurses,77261,5269,0,71992,3339,3339,440,0,0,0,0,0,20436,38598,12958,12958,73818,,0,0,0,3443,68151,9110,0,42.1,13036,21590,20785,15382,3806,1857,805,0,70910,6351,0,27906,23391,13183,12417,364,0
2022,Ontario,Registered nurses,108040,6657,0,101383,4814,4814,242,0,0,0,0,0,27185,46013,28185,28185,99839,345,286,2405,1705,3460,98770,9234,36,44.3,16660,29136,21750,24501,9057,4850,2086,0,94652,13384,4,37525,25471,19792,25252,0,345
2022,Manitoba,Registered nurses,13283,808,0,12475,609,609,23,0,0,0,0,0,3136,6285,3054,3054,0,,0,0,0,0,10428,1160,1695,46,1789,3932,2983,2991,985,449,154,0,11830,1453,0,4717,3912,2149,2505,0,0
2022,Saskatchewan,Registered nurses,11564,831,0,10733,624,624,46,0,0,0,0,0,3557,5078,2098,2098,11140,11,3,40,10,360,10658,904,2,41.4,2211,3808,2357,1997,724,353,114,0,10595,969,0,4845,3215,1514,1975,15,11
2022,Alberta,Registered nurses,36302,2591,0,33711,1714,1714,94,0,0,0,0,0,8914,17320,7477,7477,34399,224,144,24,6,1505,33492,2782,28,43,5148,11142,8696,7155,2484,1254,423,0,32546,3755,1,12500,11361,5733,6707,1,224
2022,British Columbia,Registered nurses,40891,3201,0,37690,2224,2224,139,0,0,0,0,0,10348,19094,8248,8248,38935,180,156,162,225,1233,36961,3930,0,42.8,6053,12793,9439,7847,2811,1419,529,0,34725,5803,363,15337,11147,6443,7032,932,180
2022,Yukon,Registered nurses,660,215,0,445,119,119,28,0,0,0,0,0,122,224,99,99,639,0,1,9,4,7,486,48,126,41.4,128,220,132,102,50,19,9,0,600,60,0,303,167,79,109,2,0
2022,Northwest Territories/Nunavut,Registered nurses,1597,374,0,1223,163,163,77,0,0,0,0,0,290,615,318,318,1323,,0,24,10,234,1383,214,0,44.1,197,504,337,331,127,72,29,0,1434,163,0,599,459,224,305,10,0
2013,Manitoba,Registered psychiatric nurses,976,62,61,914,43,43,7,0,11,9,41,0,158,457,299,299,942,1,1,16,0,16,775,201,0,47.1,113,167,198,354,110,23,11,0,965,11,0,300,108,278,290,0,1
2013,Saskatchewan,Registered psychiatric nurses,872,49,68,823,21,21,5,0,6,25,37,0,69,476,278,278,841,0,1,0,4,26,739,133,0,49.1,65,79,280,297,98,36,17,0,857,11,4,119,178,290,285,0,0
2013,Alberta,Registered psychiatric nurses,1301,98,96,1203,67,67,4,0,33,19,44,0,239,584,380,380,1280,2,2,9,2,6,994,307,0,46.1,171,242,317,372,117,66,16,0,1164,134,3,457,177,330,337,0,2
2013,British Columbia,Registered psychiatric nurses,2468,227,189,2241,141,141,10,0,42,49,98,0,377,1211,653,653,2206,0,0,0,0,262,1912,556,0,46,271,538,638,644,217,130,30,0,1698,203,567,1022,480,464,502,0,0
2013,Yukon,Registered psychiatric nurses,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Manitoba,Registered psychiatric nurses,990,75,72,915,59,59,2,0,24,17,31,0,173,431,311,311,947,0,0,9,5,29,801,189,0,46.3,129,191,187,341,102,31,9,0,979,11,0,338,99,262,291,0,0
2014,Saskatchewan,Registered psychiatric nurses,866,62,70,804,36,36,5,0,6,20,44,0,80,443,281,281,826,0,0,0,1,39,733,133,0,48.7,82,81,254,305,91,39,14,0,851,10,5,150,135,297,284,0,0
2014,Alberta,Registered psychiatric nurses,1308,103,106,1205,68,68,6,0,52,14,40,0,251,582,372,372,1292,5,3,7,1,0,1011,297,0,45.9,191,242,302,372,124,63,14,0,1179,128,1,487,172,317,332,0,5
2014,British Columbia,Registered psychiatric nurses,2525,246,192,2279,126,126,16,0,51,55,86,0,435,1205,639,639,2401,0,0,0,17,107,1953,572,0,45.6,287,547,678,660,202,119,32,0,1942,252,331,1106,480,455,484,0,0
2014,Yukon,Registered psychiatric nurses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Manitoba,Registered psychiatric nurses,996,78,79,918,68,68,3,0,23,17,39,0,182,425,311,311,938,1,9,10,8,30,806,190,0,45.9,149,197,175,325,110,31,9,0,985,10,1,359,112,232,293,0,1
2015,Saskatchewan,Registered psychiatric nurses,878,82,66,796,39,39,25,0,3,16,47,0,105,422,269,269,841,3,6,4,18,6,755,123,0,48.5,101,80,238,302,102,37,18,0,816,11,51,192,108,287,291,0,3
2015,Alberta,Registered psychiatric nurses,1308,106,103,1202,76,76,7,0,39,18,46,0,240,589,373,373,1285,10,6,6,1,0,1015,293,0,46,189,261,271,382,116,70,19,0,1183,125,0,488,181,295,344,0,10
2015,British Columbia,Registered psychiatric nurses,2584,251,172,2333,159,159,12,0,48,39,85,0,459,1240,634,634,2401,25,49,30,6,73,2013,571,0,45.1,327,572,684,649,201,120,31,0,2025,241,318,1185,487,441,471,0,25
2015,Yukon,Registered psychiatric nurses,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Manitoba,Registered psychiatric nurses,1022,105,75,917,78,78,10,0,20,9,46,0,211,402,304,304,979,0,8,9,5,21,830,192,0,45.3,179,211,163,311,109,38,11,0,1010,10,2,400,112,218,292,0,0
2016,Saskatchewan,Registered psychiatric nurses,851,39,60,812,28,28,1,0,12,13,35,0,135,403,274,274,825,1,19,5,0,1,735,116,0,48,104,93,217,293,87,41,16,0,801,9,41,214,83,280,273,1,1
2016,Alberta,Registered psychiatric nurses,1314,109,102,1205,72,72,8,0,32,29,41,0,253,585,367,367,1265,16,5,26,1,1,1021,293,0,45.9,194,272,255,393,113,66,21,0,1192,122,0,502,186,288,338,0,16
2016,British Columbia,Registered psychiatric nurses,2672,260,198,2412,176,176,9,0,60,59,79,0,526,1259,627,627,2528,21,36,29,3,55,2108,564,0,44.6,359,635,695,647,170,124,42,0,2149,232,291,1316,478,435,443,0,21
2016,Yukon,Registered psychiatric nurses,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Provinces/territories with available data,Registered psychiatric nurses,5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5597,38,68,69,9,78,4694,1165,0,45.5,836,1211,1330,1644,479,269,90,0,5152,373,334,2432,859,1221,1346,1,38
2017,Manitoba,Registered psychiatric nurses,1054,107,85,947,77,77,2,0,22,18,45,0,254,390,303,303,1002,2,9,11,4,26,867,187,0,44.4,208,228,173,286,108,41,10,0,1042,8,4,445,140,185,284,0,2
2017,Saskatchewan,Registered psychiatric nurses,847,56,71,791,30,30,6,0,6,20,45,0,144,367,280,280,787,9,37,4,8,2,734,113,0,47.9,108,102,207,288,85,40,17,0,802,13,32,238,69,277,263,0,9
2017,Alberta,Registered psychiatric nurses,1317,105,93,1212,78,78,3,0,26,21,46,0,275,561,376,376,1276,7,7,14,1,12,1033,284,0,45.4,210,279,243,379,125,56,25,0,1206,111,0,523,199,267,328,0,7
2017,British Columbia,Registered psychiatric nurses,2719,245,199,2474,142,142,12,0,54,53,92,0,586,1258,630,630,2526,23,30,20,4,116,2148,571,0,44.4,373,663,721,622,179,111,50,0,2225,213,281,1381,487,420,431,0,23
2017,Yukon,Registered psychiatric nurses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Manitoba,Registered psychiatric nurses,1077,108,99,969,79,79,4,0,35,15,49,0,286,386,297,297,992,5,11,19,4,46,891,186,0,43.7,218,261,175,270,88,55,10,0,1063,9,5,494,157,163,263,0,5
2018,Saskatchewan,Registered psychiatric nurses,825,49,58,776,37,37,2,0,8,12,38,0,159,353,264,264,755,9,46,2,11,2,715,110,0,47.1,119,119,186,270,75,43,13,0,812,13,0,265,37,272,251,0,9
2018,Alberta,Registered psychiatric nurses,1334,110,90,1224,80,80,8,0,32,17,41,0,297,555,372,372,1295,10,5,14,1,9,1055,279,0,45,225,290,243,371,129,47,29,0,1228,106,0,560,211,244,319,0,10
2018,British Columbia,Registered psychiatric nurses,2787,267,0,2520,156,156,13,0,0,0,0,0,604,1307,609,609,2638,19,29,14,7,80,2206,581,0,44.1,376,717,738,628,180,93,55,0,2519,216,52,1445,528,403,410,1,19
2018,Yukon,Registered psychiatric nurses,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Manitoba,Registered psychiatric nurses,1064,86,90,978,66,66,7,0,25,8,57,0,304,395,279,279,968,13,9,25,5,44,882,182,0,43.4,214,275,177,243,92,50,13,0,1046,18,0,490,185,148,241,0,13
2019,Saskatchewan,Registered psychiatric nurses,802,35,54,767,24,24,1,0,10,14,30,0,180,329,258,258,712,10,51,2,1,26,694,108,0,46.8,111,136,164,263,82,37,9,0,789,13,0,268,35,244,255,0,10
2019,Alberta,Registered psychiatric nurses,1349,105,92,1244,74,74,6,0,24,15,53,0,322,546,376,376,1308,12,6,8,0,15,1069,280,0,44.8,223,308,250,359,134,50,25,0,1245,104,0,573,236,219,321,0,12
2019,British Columbia,Registered psychiatric nurses,2827,0,143,0,0,0,0,0,49,37,57,0,0,0,0,0,2680,11,5,9,6,116,2242,585,0,44,377,750,726,650,194,74,56,0,0,0,0,1378,537,362,400,150,11
2019,Yukon,Registered psychiatric nurses,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Manitoba,Registered psychiatric nurses,1033,59,65,974,34,34,4,0,16,14,35,0,322,394,258,258,990,5,2,6,1,29,860,173,0,43.1,187,293,189,232,75,47,10,0,1014,19,0,486,206,123,218,0,5
2020,Saskatchewan,Registered psychiatric nurses,799,51,50,748,29,29,5,0,10,9,31,0,180,312,256,256,706,9,46,8,2,28,698,101,0,46.6,104,163,137,269,77,40,9,0,786,13,0,290,35,220,254,0,9
2020,Alberta,Registered psychiatric nurses,1368,111,107,1257,75,75,3,0,31,29,47,0,344,543,370,370,1337,7,11,11,1,1,1089,279,0,44.2,232,335,250,355,124,45,27,0,1262,106,0,596,263,208,301,0,7
2020,British Columbia,Registered psychiatric nurses,2906,222,131,2684,121,121,8,0,25,40,66,0,683,1363,638,638,2762,12,8,16,8,100,2322,584,0,44.1,342,821,754,646,198,84,61,0,0,0,0,1452,594,354,400,106,12
2020,Yukon,Registered psychiatric nurses,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Manitoba,Registered psychiatric nurses,1112,144,62,968,105,105,13,0,13,10,39,0,323,393,252,252,1020,4,12,16,6,54,935,177,0,42.2,201,362,193,216,80,48,12,0,1092,20,0,556,234,109,213,0,4
2021,Saskatchewan,Registered psychiatric nurses,769,20,74,749,9,9,4,0,9,18,47,0,179,311,259,259,713,7,42,4,3,0,672,97,0,47,82,170,121,269,75,39,13,0,757,12,0,265,55,197,252,0,7
2021,Alberta,Registered psychiatric nurses,1364,103,114,1261,65,65,7,0,30,27,57,0,356,540,365,365,1327,18,4,13,0,2,1085,279,0,44,235,344,254,342,123,45,21,0,1266,98,0,594,294,176,300,0,18
2021,British Columbia,Registered psychiatric nurses,3082,307,157,2775,202,202,8,0,28,50,79,0,689,1447,639,639,2978,20,8,17,16,43,2473,609,0,43.6,371,958,756,643,208,82,64,0,0,0,0,1588,649,361,371,113,20
2021,Yukon,Registered psychiatric nurses,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,2,49,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,Manitoba,Registered psychiatric nurses,1138,88,0,1050,65,65,3,0,0,0,0,0,390,417,243,243,1045,5,8,14,4,62,959,179,0,41.8,203,390,208,203,74,49,11,0,1118,20,0,527,251,96,207,57,5
2022,Saskatchewan,Registered psychiatric nurses,772,77,0,695,58,58,3,0,0,0,0,0,166,293,236,236,679,5,49,3,2,34,672,100,0,45.5,117,182,110,238,87,25,13,0,761,11,0,298,78,162,234,0,5
2022,Alberta,Registered psychiatric nurses,1390,140,0,1250,83,83,11,0,0,0,0,0,352,551,347,347,1373,4,3,7,1,2,1111,279,0,43.5,231,386,266,323,114,56,14,0,1295,95,0,617,332,167,272,2,4
2022,British Columbia,Registered psychiatric nurses,3203,278,0,2925,175,175,5,0,0,0,0,0,768,1529,628,628,3092,12,6,13,13,67,2597,606,0,43.2,400,1027,788,643,197,90,58,0,0,0,0,1624,696,356,355,172,12
2022,Yukon,Registered psychiatric nurses,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Newfoundland and Labrador,Licensed practical nurses,2310,163,155,2147,120,120,6,0,49,71,35,0,439,1392,316,316,2223,13,2,67,4,1,2077,233,0,43,290,546,762,642,64,6,0,0,2274,0,36,905,609,457,339,0,13
2013,Prince Edward Island,Licensed practical nurses,690,46,123,644,30,30,4,0,10,28,85,0,122,332,190,190,609,0,0,5,29,47,625,65,0,46.1,83,129,174,213,59,26,6,0,678,11,1,247,165,135,143,0,0
2013,Nova Scotia,Licensed practical nurses,3819,339,312,3480,197,197,10,0,83,113,116,0,650,1987,843,843,3707,5,2,90,8,7,3628,191,0,44.7,468,867,1038,1060,266,100,20,0,3741,78,0,1388,904,722,805,0,5
2013,New Brunswick,Licensed practical nurses,3124,281,297,2843,159,159,8,0,93,110,94,0,640,1624,579,579,2995,1,0,0,0,128,2799,325,0,43.2,426,789,884,817,153,47,8,0,3098,22,4,1480,1028,279,333,4,1
2013,Quebec,Licensed practical nurses,26944,3532,1936,23412,2208,2208,49,0,789,674,473,0,7305,12862,3245,3245,23873,,0,5,1,3065,24175,2769,0,40.2,5696,7705,7127,5348,799,219,50,0,26904,16,24,18406,2682,2372,3484,0,0
2013,Ontario,Licensed practical nurses,41288,4959,3329,36329,3027,3027,134,0,591,1181,1557,0,9491,17708,9130,9130,35260,890,857,2033,871,1377,38050,3238,0,43.2,7589,9486,10070,9492,3194,1195,262,0,38078,3198,12,20231,7746,6506,6778,27,890
2013,Manitoba,Licensed practical nurses,3065,306,204,2759,167,167,17,0,47,58,99,0,496,1437,826,826,2952,4,0,83,26,0,2819,246,0,45.6,327,721,795,785,287,127,23,0,2813,251,1,1397,550,437,681,0,4
2013,Saskatchewan,Licensed practical nurses,3124,448,221,2676,338,338,10,0,111,59,51,0,888,1255,533,533,2842,18,3,44,3,214,2969,155,0,40.6,726,879,610,717,157,31,4,0,2951,169,4,1893,423,272,536,0,18
2013,Alberta,Licensed practical nurses,10269,1540,744,8729,1078,1078,22,0,376,199,169,0,3217,3826,1686,1686,8948,30,7,1247,37,0,9598,671,0,40,2663,2877,2067,1764,577,259,62,0,9771,498,0,6928,1292,855,1194,0,30
2013,British Columbia,Licensed practical nurses,11611,1662,1402,9949,1044,1044,44,0,708,476,218,0,3406,4927,1616,1616,9985,11,1,1599,15,0,10458,1153,0,40.1,2698,3267,2785,2234,473,140,14,0,11244,340,27,8946,1074,560,949,82,11
2013,Yukon,Licensed practical nurses,106,12,17,94,0,0,0,0,8,0,0,0,23,47,24,24,0,,0,0,0,4,99,7,0,43.4,18,26,23,30,0,0,0,0,0,0,0,60,21,10,15,0,0
2013,Northwest Territories,Licensed practical nurses,112,30,16,82,5,5,9,0,1,11,4,0,14,39,29,29,100,3,0,3,0,6,100,12,0,47.8,8,22,29,34,10,9,0,0,110,0,2,39,27,23,23,0,3
2013,Nunavut,Licensed practical nurses,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Newfoundland and Labrador,Licensed practical nurses,2271,116,152,2155,79,79,2,0,44,62,46,0,443,1367,345,345,2221,6,2,34,7,1,2034,237,0,43.4,282,528,701,661,89,10,0,0,2230,0,41,858,624,443,346,0,6
2014,Prince Edward Island,Licensed practical nurses,626,59,26,567,39,39,4,2,8,8,10,0,129,308,130,130,527,4,1,4,1,89,568,58,0,43.7,100,138,160,176,38,8,4,2,574,1,51,262,157,119,83,5,4
2014,Nova Scotia,Licensed practical nurses,3797,290,255,3507,157,157,19,0,81,82,92,0,684,1968,855,855,3664,2,2,113,7,9,3613,184,0,44.7,466,856,1041,1043,263,109,19,0,3709,88,0,1418,884,705,790,0,2
2014,New Brunswick,Licensed practical nurses,3132,305,227,2827,202,202,9,0,68,78,81,0,635,1623,569,569,2966,0,0,0,0,166,2815,317,0,43,482,771,857,803,168,43,8,0,3108,18,6,1474,1066,276,311,5,0
2014,Quebec,Licensed practical nurses,28028,3020,2409,25008,1979,1979,38,0,1036,805,568,0,8011,13589,3408,3408,24852,,0,2,0,3174,25154,2874,0,40.1,6005,8064,7392,5434,850,226,57,0,27987,16,25,19362,3064,2296,3306,0,0
2014,Ontario,Licensed practical nurses,41528,3569,2236,37959,2356,2356,91,0,588,663,985,0,11020,18389,8550,8550,37248,845,189,1797,345,1104,38118,3410,0,42.6,7932,10228,9977,9040,2915,1149,287,0,38033,3402,93,22086,7075,6257,6052,58,845
2014,Manitoba,Licensed practical nurses,3099,238,186,2861,151,151,3,0,49,52,85,0,556,1491,814,814,2968,4,0,84,43,0,2837,262,0,45.2,368,720,813,767,271,131,29,0,2799,297,3,1407,616,430,646,0,4
2014,Saskatchewan,Licensed practical nurses,3306,403,227,2903,279,279,10,0,105,54,68,0,1032,1306,565,565,3134,42,5,113,12,0,3126,180,0,40.5,751,1001,621,696,193,38,6,0,3053,253,0,1980,542,260,524,0,42
2014,Alberta,Licensed practical nurses,11323,1798,839,9525,1274,1274,36,0,399,243,197,0,3655,4138,1732,1732,10080,119,16,1064,44,0,10520,803,0,39.5,2986,3391,2226,1767,628,255,70,0,10660,663,0,7804,1519,852,1148,0,119
2014,British Columbia,Licensed practical nurses,10601,392,681,10209,241,241,15,0,321,226,134,0,3450,5104,1655,1655,10264,120,32,158,26,1,9551,1050,0,41.1,2062,3078,2625,2165,502,153,16,0,10286,299,16,7848,1264,542,881,66,120
2014,Yukon,Licensed practical nurses,106,17,11,89,11,11,0,0,0,6,0,0,22,45,22,22,0,,0,0,0,0,98,8,0,43,20,24,22,30,0,0,0,0,0,0,0,64,16,14,12,0,0
2014,Northwest Territories,Licensed practical nurses,125,29,35,96,9,9,7,0,11,11,13,0,16,40,40,40,103,4,1,8,2,7,106,19,0,47.2,12,25,28,40,11,9,0,0,125,0,0,53,28,22,22,0,4
2014,Nunavut,Licensed practical nurses,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Newfoundland and Labrador,Licensed practical nurses,2304,185,167,2119,118,118,1,0,42,62,63,0,410,1319,390,390,2245,6,3,41,6,3,2063,241,0,43.3,315,530,686,654,106,13,0,0,2214,0,90,893,641,437,333,0,6
2015,Prince Edward Island,Licensed practical nurses,644,44,37,600,35,35,1,0,9,19,8,1,140,318,140,140,548,0,3,1,1,91,581,63,0,43.6,107,145,153,176,49,9,3,2,588,8,48,272,156,127,86,3,0
2015,Nova Scotia,Licensed practical nurses,3908,366,285,3542,236,236,12,0,91,87,107,0,672,1984,886,886,3774,0,0,15,119,0,3708,200,0,44.5,513,889,1056,1036,275,113,26,0,3786,122,0,1543,858,709,798,0,0
2015,New Brunswick,Licensed practical nurses,3279,374,222,2905,229,229,21,0,73,72,77,0,699,1637,569,569,3061,2,2,0,0,214,2966,313,0,42.6,553,824,869,787,190,48,8,0,3250,22,7,1546,1151,272,303,7,2
2015,Quebec,Licensed practical nurses,28712,3093,2526,25619,2023,2023,36,0,1085,810,631,0,8179,13947,3493,3493,24867,,0,0,0,3845,25734,2978,0,40.1,6180,8212,7637,5517,865,247,54,0,28670,20,22,19779,3665,2215,3053,0,0
2015,Ontario,Licensed practical nurses,43656,4364,2120,39292,2980,2980,73,0,626,613,881,0,11848,18917,8527,8527,39069,976,194,1989,327,1101,39878,3778,0,42.1,8540,11440,10291,8999,2934,1163,289,0,39520,4029,107,23906,7475,6297,5845,133,976
2015,Manitoba,Licensed practical nurses,3202,289,233,2913,199,199,5,0,58,65,110,0,584,1515,814,814,3032,12,0,33,22,103,2920,282,0,44.8,426,752,852,729,267,139,37,0,2854,322,26,1454,715,418,615,0,12
2015,Saskatchewan,Licensed practical nurses,3503,424,274,3079,335,335,3,0,120,63,91,0,1105,1403,571,571,3230,119,2,136,6,10,3311,192,0,40,809,1129,637,670,208,42,8,0,3206,297,0,2132,631,241,499,0,119
2015,Alberta,Licensed practical nurses,12330,1846,790,10484,1292,1292,35,0,391,215,184,0,4225,4507,1752,1752,10801,75,11,1413,30,0,11429,901,0,39,3281,3891,2423,1810,593,265,67,0,11576,754,0,8651,1798,794,1087,0,75
2015,British Columbia,Licensed practical nurses,11619,1699,856,9920,1047,1047,84,0,340,318,198,0,3055,5124,1741,1741,10483,82,27,43,37,947,10442,1177,0,41,2311,3453,2783,2283,579,188,22,0,10747,134,738,8271,1608,564,863,313,82
2015,Yukon,Licensed practical nurses,112,17,12,95,10,10,0,0,5,0,0,0,29,39,27,27,112,0,0,0,0,0,105,7,0,42.9,22,29,15,33,10,0,0,0,0,0,0,65,20,14,13,0,0
2015,Northwest Territories,Licensed practical nurses,108,18,16,90,9,9,3,0,4,5,7,0,10,45,35,35,105,1,0,2,0,0,93,15,0,47.5,6,26,24,36,10,5,1,0,103,1,4,36,30,21,21,0,1
2015,Nunavut,Licensed practical nurses,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Newfoundland and Labrador,Licensed practical nurses,2347,210,173,2137,147,147,6,0,46,55,72,0,444,1298,395,395,2273,4,5,25,5,35,2114,233,0,42.9,357,563,662,646,101,17,1,0,2226,0,121,959,624,450,314,0,4
2016,Prince Edward Island,Licensed practical nurses,651,44,33,607,37,37,2,0,13,9,11,0,153,305,148,148,578,3,1,2,0,67,588,63,0,43.7,118,139,146,180,50,13,4,1,599,11,41,273,168,113,95,2,3
2016,Nova Scotia,Licensed practical nurses,4014,391,272,3623,278,278,15,0,92,89,91,0,744,1977,902,902,3850,2,0,158,4,0,3791,223,0,44.1,588,923,1054,1024,283,112,30,0,3800,214,0,1646,868,696,804,0,2
2016,New Brunswick,Licensed practical nurses,3345,288,317,3057,200,200,12,0,108,91,118,0,778,1686,593,593,3139,1,1,0,0,204,3016,329,0,42.5,593,841,841,801,201,53,15,0,3309,22,14,1498,1213,336,284,14,1
2016,Quebec,Licensed practical nurses,27854,1668,2789,26186,1021,1021,23,0,1167,975,647,0,8350,14387,3449,3449,24620,,0,2,0,3232,24977,2877,0,40.5,5421,8162,7645,5475,858,238,55,0,27809,23,22,18229,4744,2112,2769,0,0
2016,Ontario,Licensed practical nurses,46252,4716,2420,41536,3205,3205,68,0,783,622,1015,0,13186,19755,8595,8595,41468,1081,180,2052,440,1031,42115,4137,0,41.7,9096,12903,10739,9005,2998,1205,306,0,41386,4738,128,25600,8517,6312,5737,86,1081
2016,Manitoba,Licensed practical nurses,3235,266,199,2969,176,176,5,0,46,68,85,0,666,1527,776,776,3103,13,2,74,43,0,2933,302,0,44.4,432,814,839,716,275,115,44,0,2874,360,1,1489,802,388,556,0,13
2016,Saskatchewan,Licensed practical nurses,3526,297,300,3229,220,220,4,0,161,70,69,0,1219,1466,544,544,3389,54,4,72,4,3,3305,221,0,40,763,1198,687,616,215,39,8,0,3196,330,0,2095,756,229,446,0,54
2016,Alberta,Licensed practical nurses,13261,1721,974,11540,1238,1238,28,0,505,272,197,0,4765,5008,1767,1767,11631,77,15,1500,38,0,12245,1016,0,38.8,3503,4343,2661,1804,598,272,80,0,12422,839,0,9261,2171,792,1037,0,77
2016,British Columbia,Licensed practical nurses,11775,1012,853,10763,648,648,27,0,346,293,214,0,3442,5487,1834,1834,10832,214,25,155,57,492,10591,1184,0,41.1,2225,3594,2832,2269,625,198,32,0,11019,164,592,8097,2047,576,801,254,214
2016,Yukon,Licensed practical nurses,115,15,115,100,11,11,0,0,44,45,26,0,33,42,25,25,110,,0,0,0,2,105,10,0,42.5,21,34,17,32,0,0,0,0,0,0,0,65,25,14,11,0,0
2016,Northwest Territories,Licensed practical nurses,133,41,25,92,18,18,9,0,5,9,11,0,13,44,35,35,116,4,1,5,0,7,108,25,0,46.4,8,40,24,36,16,6,3,0,128,3,2,52,32,23,26,0,4
